genres,year,playtime_forever
"['Adventure', 'Indie']",2015,4996
"['Indie', 'Simulation']",2015,1556
"['Indie', 'Sports']",2014,25865
"['Action', 'Adventure', 'Simulation']",2015,410
"['Action', 'Adventure', 'Simulation']",2015,1019
['Simulation'],2011,99
"['Casual', 'Indie']",2015,2273
"['Indie', 'Simulation', 'Strategy']",2015,18
"['Adventure', 'Indie', 'Strategy']",2015,23961
['Sports'],2015,8488
"['Action', 'Casual', 'Indie']",2015,4436
"['Action', 'Indie', 'Racing']",2015,16800
['Simulation'],2015,110
"['Action', 'Adventure', 'Indie', 'RPG']",2015,239463
"['Indie', 'Strategy']",2015,59381
"['Free to Play', 'Indie']",2015,16327
"['Action', 'Indie']",2015,1
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,11029331
"['Adventure', 'Indie']",2015,5654
"['Indie', 'Strategy']",2015,408423
"['Adventure', 'Indie']",2015,7819
['Simulation'],2015,3221
"['Adventure', 'Casual', 'Indie']",2015,697
"['Action', 'Indie', 'Simulation']",2015,4858
"['Action', 'Indie', 'Simulation']",2015,413
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,245
"['Action', 'Free to Play', 'Strategy']",2011,136770
"['Adventure', 'Indie', 'RPG']",2015,743
"['Action', 'Indie', 'Early Access']",2015,995
"['Action', 'Indie']",2015,3954
"['Action', 'Indie', 'RPG']",2015,946
['Action'],2015,485
"['Adventure', 'Casual', 'Indie']",2015,4752
"['Action', 'Indie']",2015,1515
"['Action', 'Indie']",2015,30
"['Action', 'Adventure', 'Indie', 'Early Access']",2015,181
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,252
"['Action', 'Indie']",2015,253066
"['Action', 'Indie', 'Strategy', 'Early Access']",2015,1773
"['Casual', 'Indie']",2015,80
"['Action', 'Free to Play', 'RPG', 'Strategy']",2015,434549
"['Action', 'Adventure', 'Indie', 'RPG']",2015,15030
"['Adventure', 'Indie', 'Strategy']",2015,1443
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2015,67426
"['Indie', 'Racing', 'Simulation', 'Sports']",2015,22848
"['Adventure', 'Casual', 'Indie']",2014,2022
"['Indie', 'RPG', 'Strategy']",2015,2957
"['Action', 'Adventure', 'RPG']",2015,656
"['Action', 'Adventure', 'Indie']",2015,1906
"['Casual', 'Indie', 'Early Access']",2015,5
"['Action', 'Adventure', 'Indie']",2015,12480
"['Action', 'Adventure', 'Casual', 'RPG']",2015,105087
"['Action', 'Indie']",2015,1769
"['Indie', 'Simulation']",2015,4388
"['Adventure', 'Indie']",2015,566
"['Adventure', 'Casual', 'Indie', 'Simulation']",2012,5159
"['Adventure', 'Indie']",2013,225
"['Indie', 'Simulation']",2015,11364
"['Adventure', 'Indie']",2015,2648
"['Action', 'Indie']",2015,5615
"['Action', 'Strategy', 'Early Access']",2015,3764
"['Casual', 'Indie', 'Strategy']",2015,2162
"['Indie', 'Simulation']",2015,2026
['Action'],2015,20529
"['Casual', 'Simulation', 'Sports', 'Strategy']",2013,9
"['Action', 'Indie']",2015,370
['Action'],2015,12803
['RPG'],2015,12052
['Indie'],2015,28760
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,6840
"['Racing', 'Simulation', 'Early Access']",2015,1001613
"['Adventure', 'Casual', 'Indie']",2015,10155
"['Action', 'Indie']",2015,5043
"['Action', 'Indie', 'Simulation']",2015,955
"['Indie', 'Strategy']",2015,71976
"['Action', 'Indie']",2015,32821
"['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access']",2015,22484
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",2015,10082
"['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation']",2015,65755
"['Indie', 'RPG']",2015,534
"['Action', 'Adventure']",2015,10808
"['Action', 'Indie', 'Sports', 'Early Access']",2015,69
"['Simulation', 'Strategy']",2015,2711
"['Action', 'Indie']",2015,13
"['Adventure', 'Indie', 'Strategy']",2015,9016
"['Indie', 'RPG']",2015,19896
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015,343353
"['Action', 'Casual', 'Indie']",2015,1642
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",2015,46582
"['Action', 'Indie']",2015,659352
"['Action', 'Indie', 'Strategy']",2015,33860
"['Adventure', 'Casual', 'Indie']",2015,22835
"['Action', 'Casual', 'Indie']",2015,2395
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Early Access']",2015,17
['Indie'],2015,445
"['Action', 'Indie']",2015,6791
"['Action', 'Casual', 'Indie']",2015,2317
"['Action', 'Adventure', 'Indie', 'RPG']",2015,194
"['Casual', 'Indie']",2015,1793
"['Indie', 'Strategy']",2015,4906
"['Action', 'Adventure']",2015,1346
"['Action', 'Indie']",2015,18029
"['Action', 'Casual', 'Indie']",2012,1496
"['Action', 'Adventure']",2015,286389
"['Action', 'Indie']",2015,11
"['Free to Play', 'Massively Multiplayer', 'RPG']",2015,109921
['Casual'],2015,378
"['Action', 'Indie']",2015,3864
['Indie'],2015,3731
"['Action', 'Indie']",2015,10788
['Casual'],2015,7432
"['Casual', 'Indie']",2015,976
"['Casual', 'Indie', 'RPG']",2015,218
"['Action', 'Adventure', 'Indie']",2015,147
"['Action', 'Indie', 'RPG']",2015,1080
"['Adventure', 'Indie', 'Strategy']",2015,578
"['Action', 'Indie']",2015,522
"['Casual', 'Indie']",2015,623
"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",2015,1981
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Early Access']",2015,34595
"['Action', 'Adventure', 'Indie']",2015,991
"['Indie', 'RPG', 'Strategy']",2011,2092
"['Adventure', 'Casual']",2015,1383
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2015,222
"['Action', 'Adventure', 'Casual', 'Indie']",2015,5
"['Action', 'Massively Multiplayer', 'Early Access']",2015,43
"['Adventure', 'Casual', 'Indie', 'RPG']",2015,2883
"['Indie', 'Racing', 'Simulation', 'Sports']",2015,5
"['Adventure', 'Indie', 'RPG']",2015,22
"['Casual', 'Indie', 'Strategy']",2015,40
"['Free to Play', 'Simulation', 'Strategy']",2013,30083
"['Adventure', 'Casual', 'Indie', 'Simulation']",2013,3920
"['Casual', 'Indie', 'Racing']",2008,254
"['Action', 'Indie', 'Simulation']",2015,424
"['Action', 'Casual', 'Indie', 'RPG', 'Early Access']",2015,5
"['Action', 'Casual', 'Indie']",2015,2
"['Casual', 'Indie']",2015,480
['Utilities'],2015,7732
"['Adventure', 'Casual', 'Indie', 'RPG']",2015,913
['Indie'],2015,302
"['Casual', 'Indie']",2015,29856
"['Action', 'Indie']",2015,6615
"['Action', 'Indie', 'Racing', 'Sports']",2015,23878978
"['Action', 'Casual', 'Indie']",2015,17
"['Indie', 'Strategy']",2015,22523
"['Indie', 'RPG', 'Strategy']",2015,5238
"['Animation &amp; Modeling', 'Video Production']",2015,156428
"['Action', 'Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",2015,9105
"['Action', 'Indie']",2015,4996
"['Casual', 'Indie']",2015,570
"['Casual', 'Racing', 'Sports']",2015,3
['Indie'],2015,69
"['Action', 'Adventure', 'Indie']",2015,2
"['Racing', 'Sports']",2015,111014
"['Casual', 'Free to Play', 'Strategy']",2015,11937
"['Adventure', 'Casual', 'Indie']",2015,2244
"['Indie', 'Racing']",2015,23
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015,876
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",2015,7136
['Casual'],2016,17
"['Adventure', 'Indie', 'Simulation', 'Strategy']",2015,29
"['Action', 'Indie']",2014,1551
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,229131
"['Indie', 'Simulation']",2015,107165
"['Action', 'Adventure']",2015,1
"['Action', 'Indie']",2015,21
"['Free to Play', 'RPG', 'Strategy']",2015,492844
"['Action', 'Indie', 'Massively Multiplayer']",2015,4668
"['Action', 'Indie', 'Strategy']",2015,4153
"['Free to Play', 'Sports']",2015,41610
"['Action', 'Indie', 'Racing']",2015,281
"['Action', 'Indie']",2015,14506
"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015,825
"['Adventure', 'Indie']",2015,10031
"['Action', 'Adventure', 'Casual', 'Indie']",2015,83449
"['Action', 'Casual', 'Free to Play', 'Strategy']",2015,5321
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,616
"['Action', 'Casual', 'Free to Play', 'Indie', 'RPG']",2015,225351
"['Action', 'Indie']",2015,743
"['Indie', 'RPG']",2015,4625
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,14438
"['Action', 'Indie']",2015,413
['Action'],2015,5604
"['Adventure', 'Indie']",2015,9
"['Action', 'Adventure', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2015,34356
"['Action', 'Adventure', 'Indie']",2015,9324
"['Indie', 'Simulation']",2015,57750
"['Action', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Strategy']",2015,2541
"['Adventure', 'Casual', 'Indie']",2015,1892
"['Action', 'Free to Play', 'Indie', 'Early Access']",2015,397
['Indie'],2015,3839
"['Casual', 'Indie', 'Sports', 'Strategy']",2014,21
"['Action', 'Indie', 'RPG', 'Strategy']",2015,10674
"['Action', 'Strategy']",2015,90155
"['Action', 'Adventure', 'Indie']",2015,3131
"['Casual', 'Indie']",2015,9151
"['Action', 'Indie', 'Strategy']",2015,47227
"['Action', 'Casual', 'Indie', 'Simulation']",2013,10718
"['Action', 'Indie', 'RPG', 'Early Access']",2015,8284
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,6174
"['Adventure', 'Indie']",2015,5571
"['Action', 'Adventure', 'Indie', 'RPG']",2015,150621
"['Casual', 'Indie', 'RPG']",2015,1009
"['Casual', 'Simulation', 'Sports', 'Strategy']",2014,1179
"['Adventure', 'Casual', 'Indie', 'RPG']",2015,781
"['Action', 'Indie']",2015,399
"['Action', 'Casual', 'Indie', 'RPG']",2015,86
"['Indie', 'Simulation', 'Sports', 'Early Access']",2015,895
"['Adventure', 'Casual']",2015,3048
"['Casual', 'Indie']",2015,1
"['Casual', 'Indie']",2015,5399
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,3139
"['Adventure', 'Indie', 'RPG']",2015,3992
"['Action', 'Adventure', 'Indie']",2015,122
"['Adventure', 'Casual', 'Indie', 'RPG']",2015,7906
"['Action', 'Indie', 'Racing', 'Simulation']",2015,421
"['Action', 'Casual', 'Indie']",2015,1042
"['Casual', 'Indie', 'Strategy']",2015,38
"['Action', 'Indie', 'Early Access']",2015,4586
['Adventure'],2013,22
"['Action', 'Simulation', 'Sports']",2015,1091
"['Adventure', 'Indie']",2015,297
"['Adventure', 'Indie', 'RPG']",2015,899
"['Action', 'Indie']",2015,12903
"['Adventure', 'Indie']",2015,3350
"['Action', 'Indie']",2015,80
"['Adventure', 'Indie', 'RPG']",2015,2068
"['Adventure', 'Indie']",2015,108
"['Action', 'Adventure', 'Casual', 'Indie']",2015,1918
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2008,2200
['RPG'],2015,219777
"['Adventure', 'Indie']",2015,1085
['Action'],2015,3582
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2015,406987
"['Casual', 'Indie', 'Strategy']",2015,158
"['Indie', 'Simulation']",2015,10020
"['Action', 'Adventure', 'Indie']",2015,23038
"['Action', 'Adventure', 'Indie', 'Simulation']",2015,3120
"['Adventure', 'Free to Play', 'Indie', 'RPG']",2015,9087
"['Indie', 'RPG']",2015,4558
"['Action', 'Indie']",2015,833
"['Casual', 'Indie', 'Strategy']",2015,131
"['Action', 'Indie']",2015,1327
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,527
"['Action', 'Adventure', 'Indie', 'RPG']",2015,16433
"['Action', 'Adventure', 'Indie']",2015,27295
"['Action', 'Indie', 'Sports']",2015,19566
"['Indie', 'Strategy']",2015,1444
['Indie'],2015,80
['RPG'],2015,12668
"['Adventure', 'Casual', 'Indie']",2015,137
"['Indie', 'Simulation']",2015,155679
"['Action', 'Adventure', 'Indie']",2015,415
"['Adventure', 'Free to Play', 'Indie']",2015,2372
"['Indie', 'Strategy']",2015,13719
"['Action', 'Indie']",2015,3615
"['Action', 'Adventure', 'Indie']",2015,344
"['Action', 'Adventure', 'Indie', 'RPG']",2015,42406
"['Simulation', 'Strategy']",2015,4726
['Indie'],2015,174
"['Casual', 'Indie']",2015,5835
"['Casual', 'Indie', 'Simulation']",2015,194
"['Indie', 'Strategy']",2015,91
"['Action', 'Free to Play', 'Indie']",2015,210785
"['Action', 'RPG']",2015,137285
"['Action', 'Adventure']",2015,41550
"['Action', 'Indie']",2015,193
['Strategy'],2015,638427
"['Action', 'Indie']",2015,12
['Casual'],2015,178
['Casual'],2015,97
"['Action', 'Adventure', 'Indie', 'Strategy', 'Early Access']",2015,1388
"['Adventure', 'Indie', 'RPG']",2015,12834
"['Action', 'Indie']",2015,1142
"['Free to Play', 'Simulation', 'Strategy']",2010,50829
['Indie'],2015,7497
"['Action', 'Indie', 'RPG']",2015,10072
"['Action', 'Casual', 'Indie']",2015,9661
['Action'],2015,495
"['Indie', 'Strategy']",2015,158
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2015,144432
['Animation &amp; Modeling'],2015,1046
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015,37
"['Action', 'Indie']",2015,2592
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2015,1625
"['Adventure', 'Indie', 'RPG']",2015,3528
"['Action', 'Casual', 'Free to Play', 'Indie']",2015,742
"['Action', 'Adventure', 'Indie']",2015,61931
"['Action', 'Indie']",2015,2355
"['Casual', 'Indie', 'Strategy']",2015,92
"['Action', 'Adventure', 'Indie', 'RPG']",2015,30857
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,2928
"['Action', 'Adventure', 'Indie']",2015,43
"['Action', 'Free to Play', 'Indie']",2007,63832
"['Action', 'Adventure', 'Indie']",2015,2598
"['Adventure', 'Casual', 'Indie']",2011,3
"['Action', 'Adventure', 'Casual', 'Indie']",2015,5105
"['Adventure', 'Indie']",2015,167
"['Action', 'Adventure', 'Indie', 'Early Access']",2015,633
"['Casual', 'Simulation']",2015,528
"['Action', 'Casual', 'Indie']",2015,252
"['Action', 'Adventure', 'Indie', 'RPG']",2004,50
"['Action', 'Indie', 'Racing']",2015,4512
"['Action', 'Casual', 'Indie']",2015,1055
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015,8940
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,325
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'Sports']",2015,29164
"['Adventure', 'Indie']",2015,33796
"['Free to Play', 'RPG']",2014,770
"['Action', 'Adventure', 'Indie']",2015,6472
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2015,2605
"['Indie', 'Simulation', 'Strategy']",2015,141378
"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",2015,10183
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,6396
"['Adventure', 'Casual', 'Indie']",2013,1239
"['Adventure', 'Indie']",2015,583
['Action'],2015,366586
"['Adventure', 'Casual']",2011,8238
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015,300
['Strategy'],2015,1952
"['Action', 'Indie']",2015,350
"['Adventure', 'Free to Play']",2013,2417
['Sports'],2015,2
"['Action', 'Adventure', 'Indie']",2015,218
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",2015,80063
['Action'],2015,176
"['Action', 'Adventure']",2015,2926572
"['Adventure', 'Free to Play']",2015,3090
"['Action', 'Adventure', 'Indie', 'RPG']",2015,2209
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,4870
['Strategy'],2015,49781
"['Action', 'Adventure']",2015,7232768
"['Action', 'Indie']",2015,1414
"['Adventure', 'Casual', 'Free to Play', 'Indie']",2015,3060
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,123254
"['Action', 'Adventure', 'Indie']",2015,1490
"['Action', 'Adventure', 'Indie', 'RPG']",2015,226
"['Action', 'Free to Play']",2015,5855900
"['Action', 'Indie']",2015,1220
"['Adventure', 'Indie']",2015,586
"['Action', 'Indie', 'Racing', 'Simulation']",2015,12
['Utilities'],2006,297386
"['RPG', 'Strategy']",2015,942
"['Adventure', 'Indie']",2015,10506
['Casual'],2008,134
"['Action', 'Simulation', 'Sports']",2007,1279
"['Action', 'Adventure']",2015,195
"['Adventure', 'Casual']",2015,7120
"['Action', 'Indie']",2015,40
"['Action', 'Adventure', 'Indie']",2015,21
"['Indie', 'RPG']",2015,3271507
"['Action', 'Indie']",2015,2014
"['Action', 'Indie']",2015,881
"['Indie', 'Strategy']",2015,4144
"['Casual', 'Indie']",2015,7575
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,16239
"['Indie', 'RPG', 'Simulation', 'Strategy']",2015,4472
"['Action', 'Indie', 'RPG']",2015,1
['Adventure'],2015,1208
['Racing'],1998,5
"['Action', 'Adventure', 'Indie']",2015,3656
['Adventure'],2015,3780
"['Action', 'Adventure', 'Indie', 'Simulation']",2015,9497
['Strategy'],2015,44
"['Indie', 'Simulation']",2000,8
['Simulation'],2009,809566
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015,1172
['Indie'],2015,565
"['Action', 'Adventure', 'Indie', 'RPG']",2015,227609
"['Adventure', 'Indie']",2015,2551
"['Action', 'Indie']",2015,23750
"['Adventure', 'Indie']",2015,78
"['Action', 'Indie']",2015,4492
"['Casual', 'Strategy']",2015,1372
"['Action', 'Adventure', 'Indie']",2015,5455
"['Free to Play', 'Massively Multiplayer']",2015,39984
"['Indie', 'Sports']",2015,3071
"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",2015,9428
"['Action', 'Indie']",2015,2910
['Adventure'],2015,2362
"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2015,405
"['Action', 'Casual', 'Indie']",2015,4
"['Casual', 'Indie']",2015,1006
"['Indie', 'Simulation', 'Early Access']",2015,1662
"['Casual', 'RPG']",2015,34814
"['Action', 'Indie', 'RPG']",2015,5920
"['Action', 'Indie', 'RPG', 'Strategy']",2015,5852
"['Action', 'Adventure', 'Indie']",2015,155749
['Indie'],2015,787
"['Adventure', 'Casual']",2015,6073
"['Action', 'Indie']",2015,1301
"['Casual', 'Indie', 'Simulation']",2015,10133
"['Action', 'Adventure', 'Indie', 'Strategy']",2015,11343
"['Animation &amp; Modeling', 'Design &amp; Illustration']",2015,886
"['Adventure', 'Casual', 'Free to Play']",2015,7034
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer']",2015,370751
"['Action', 'Indie']",2015,34426
"['Adventure', 'Indie']",2015,1283
"['Indie', 'Simulation', 'Strategy']",2015,1314
"['Action', 'Casual', 'Indie', 'Strategy']",2015,220
"['Action', 'Indie', 'Simulation']",2015,5
"['Action', 'Indie']",2015,483
"['Action', 'Casual', 'Indie']",2015,33
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",2015,941
"['Action', 'Adventure', 'Indie']",2015,19415
"['RPG', 'Strategy']",2015,57437
"['Action', 'Casual', 'Indie', 'Racing']",2015,3166
"['Action', 'Indie', 'Racing']",2015,5897
"['Adventure', 'Indie']",2015,5350
"['Adventure', 'Casual', 'Indie', 'Simulation']",2010,14124
"['Adventure', 'RPG', 'Simulation', 'Strategy']",2015,1544
['Indie'],2015,19222
"['Adventure', 'Casual', 'Indie', 'Simulation']",2015,444
"['Action', 'Indie', 'Simulation', 'Strategy']",2015,1746
"['Action', 'Adventure']",1993,5212
"['Adventure', 'Indie']",2015,1370
"['Action', 'Adventure', 'Indie']",2015,1066
"['Audio Production', 'Design &amp; Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Web Publishing']",2007,7773
"['Indie', 'Simulation']",2015,35362
"['Adventure', 'Indie']",2015,5167
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,5592
['Casual'],2015,46
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",2015,2045
"['Action', 'Indie', 'Early Access']",2015,28
"['Action', 'Indie', 'RPG']",2015,2188
"['Action', 'Casual', 'Indie']",2015,6739
"['Indie', 'Simulation', 'Strategy']",2015,8479034
['Casual'],2014,5311
"['Adventure', 'Indie']",2015,2863
['Indie'],2015,620
"['Casual', 'Indie']",2015,3381
"['Action', 'Indie', 'Strategy']",2015,292
"['Action', 'Racing', 'Sports']",1995,20190
"['Action', 'Adventure']",1996,18043
"['Adventure', 'Indie', 'RPG']",2015,1
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2015,3233
"['Action', 'Indie', 'RPG']",2015,681
['Casual'],2015,20950
"['Action', 'Indie']",2015,8
['Adventure'],2015,13523
"['Casual', 'Indie']",2015,4257
['Action'],2015,44
"['Adventure', 'RPG']",2014,701
"['Action', 'Adventure', 'Indie']",2015,114047
"['Action', 'Adventure', 'Indie']",2015,18517
"['Action', 'Adventure', 'Casual', 'Indie']",2015,1801016
"['Action', 'Free to Play', 'Simulation', 'Strategy']",2015,32623
"['Action', 'Adventure', 'Indie']",2015,401
"['Action', 'Adventure', 'RPG', 'Strategy']",2015,9839
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,6070
"['Action', 'Indie', 'RPG']",2016,7415
"['Simulation', 'Strategy']",2015,208
"['Adventure', 'Casual', 'Simulation', 'Strategy']",2015,423
['RPG'],2015,342120
"['Action', 'Adventure', 'Indie', 'RPG']",2015,6796
"['Action', 'Adventure']",2015,2417
"['Adventure', 'Simulation']",2015,1502
"['Action', 'Adventure', 'Indie', 'RPG']",2015,1514
"['Indie', 'Simulation', 'Strategy']",2015,273872
"['Adventure', 'Casual']",2015,273
"['Action', 'Indie', 'Early Access']",2015,2890
"['Adventure', 'Indie', 'RPG']",2015,3930
"['Indie', 'Simulation', 'Strategy']",2015,356
['Indie'],2015,27
['Casual'],2015,1179
"['Adventure', 'Indie']",2015,129
"['Indie', 'Simulation']",2015,784
"['Audio Production', 'Utilities']",2015,333
"['Action', 'Indie']",2015,136
"['Simulation', 'Strategy']",2015,4
"['Casual', 'Indie']",2015,15309
"['Adventure', 'Casual', 'Indie']",2015,14983
"['Indie', 'Racing', 'Early Access']",2015,2265
"['Action', 'Casual', 'Free to Play', 'Indie']",2014,876
"['Indie', 'Simulation', 'Early Access']",2015,6315
"['Action', 'Indie']",2015,4637
"['Adventure', 'Indie']",2015,226
"['Action', 'Casual', 'Indie']",2015,701
['Adventure'],2015,6368
"['Adventure', 'Indie']",2015,166
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,963210
"['Action', 'Indie']",2015,204
"['Action', 'Adventure', 'Indie']",2015,2734
"['Racing', 'Simulation', 'Sports']",2015,39873
"['Action', 'Free to Play', 'Indie']",2015,2299
"['Adventure', 'Indie']",2015,543
"['Adventure', 'Casual']",2015,22009
"['Adventure', 'Indie']",2015,4295
"['Adventure', 'Indie']",2015,2358
"['Action', 'Casual', 'Indie', 'Simulation']",2015,1840
"['Adventure', 'Indie']",2015,535
"['Action', 'Indie', 'Early Access']",2015,2905
"['Action', 'Adventure', 'Free to Play', 'RPG', 'Simulation']",2015,253679
"['Action', 'Casual', 'Indie', 'Sports']",2015,7
"['Casual', 'Indie']",2016,715
"['Simulation', 'Sports']",2015,7409
"['Adventure', 'Indie', 'Simulation', 'Strategy']",2015,3954
"['Adventure', 'Casual', 'Simulation']",2015,1
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2015,547
['Indie'],2015,11020
"['Simulation', 'Strategy']",2015,107053
"['Action', 'Casual', 'Indie', 'RPG']",2015,18
"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,12350
"['Action', 'Casual', 'Indie', 'Simulation', 'Sports', 'Early Access']",2015,1003
"['Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",2015,4289
"['Action', 'Casual', 'Indie']",2015,2936
"['Indie', 'Strategy']",2015,4125
"['Action', 'Casual', 'Indie']",2015,2183
"['Action', 'Adventure']",2015,8688801
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2015,386
"['Adventure', 'Indie']",2015,359
"['Indie', 'RPG', 'Strategy']",2015,8873
"['Action', 'Adventure', 'Indie', 'RPG']",2015,46409
"['Free to Play', 'Strategy']",2015,17390
"['Casual', 'Strategy']",2015,87
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2015,149301
"['Action', 'Casual', 'Strategy']",2015,478
"['Action', 'Adventure', 'Indie', 'Early Access']",2015,5388
"['Action', 'Indie', 'RPG', 'Early Access']",2015,416
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2015,1188
"['Action', 'Adventure', 'Indie']",2015,5409
"['Casual', 'Indie', 'Strategy']",2015,2663
"['Action', 'Adventure', 'Indie']",2015,11928
"['Adventure', 'Indie']",2015,57
"['Action', 'Indie']",2015,3
"['Adventure', 'Casual']",2015,2175
"['Action', 'Adventure', 'Casual', 'Indie']",2015,51
"['Casual', 'Indie']",2015,1300
"['Action', 'Adventure', 'Indie']",2015,11184
"['Action', 'Indie']",2015,140
"['Casual', 'Indie', 'Strategy']",2015,92
['Action'],2015,94
"['Indie', 'Strategy']",2015,232
"['Action', 'Indie', 'RPG', 'Simulation']",2015,1150617
"['Casual', 'Indie', 'Simulation', 'Strategy']",2015,330
"['Action', 'Indie']",2015,1150
"['Casual', 'Free to Play', 'Indie', 'Strategy', 'Early Access']",2015,2178
['Adventure'],2006,3207
['Adventure'],2008,4565
"['RPG', 'Strategy']",2015,262148
"['Indie', 'RPG']",2015,21
"['Casual', 'Indie', 'Simulation']",2015,2143
"['Action', 'Adventure', 'Indie', 'Early Access']",2015,834
"['Adventure', 'Early Access']",2015,4
['Strategy'],2009,1288
"['Indie', 'RPG']",2015,520
"['Indie', 'Simulation']",2014,9910
['Strategy'],2015,92
"['Action', 'Indie', 'RPG']",2015,6097
"['Action', 'Adventure', 'RPG']",2015,1016
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",2015,6149
['Action'],2015,808
['Action'],2015,4417
['Indie'],2015,6554
"['Racing', 'Simulation', 'Sports']",2015,38
"['Action', 'Adventure']",2015,3447905
"['Adventure', 'Indie', 'Simulation']",2015,7329
"['Action', 'Indie']",2015,22
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",2015,241
"['Simulation', 'Sports']",2015,17237
"['Indie', 'Simulation', 'Strategy']",2015,4850
"['Adventure', 'Casual', 'Indie']",2015,24353
"['Indie', 'RPG', 'Early Access']",2015,27
"['Free to Play', 'Indie', 'RPG', 'Strategy']",2015,5465
['Action'],2015,527
"['Action', 'Adventure', 'Simulation', 'Early Access']",2015,1045999
"['Action', 'Indie', 'Simulation']",2015,2152
"['Adventure', 'Indie', 'RPG', 'Strategy']",2015,3294
"['Casual', 'Indie']",2015,5911
"['Indie', 'RPG', 'Simulation']",2015,3024
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",2016,6863
"['Action', 'Adventure', 'Indie', 'RPG']",2003,519
"['Adventure', 'Indie']",2015,7461
['Action'],2015,100171
"['Action', 'Adventure', 'Indie']",2015,281
['Casual'],2015,682
